SUBCAT;CLASSIF;RESTRSEXO;CAUSAOBITO;DESCRICAO;DESCRABREV;REFER;EXCLUIDOS;
W250;;;;Contato com vidro cortante - residência;W25.0 Residencia;;;
W251;;;;Contato com vidro cortante - habitação coletiva;W25.1 Habitacao coletiva;;;
W252;;;;Contato com vidro cortante - escolas, outras instituições e áreas de administração pública;W25.2 Escolas outr instit areas admin publica;;;
W253;;;;Contato com vidro cortante - área para a prática de esportes e atletismo;W25.3 Area p/a pratica de esportes e atletismo;;;
W254;;;;Contato com vidro cortante - rua e estrada;W25.4 Rua e estrada;;;
W255;;;;Contato com vidro cortante - áreas de comércio e de serviços;W25.5 Areas de comercio e de servicos;;;
W256;;;;Contato com vidro cortante - áreas industriais e em construção;W25.6 Areas industriais e em construcao;;;
W257;;;;Contato com vidro cortante - fazenda;W25.7 Fazenda;;;
W258;;;;Contato com vidro cortante - outros locais especificados;W25.8 Outr locais espec;;;
W259;;;;Contato com vidro cortante - local não especificado;W25.9 Local NE;;;
W260;;;;Contato com faca, espada e punhal - residência;W26.0 Residencia;;;
W261;;;;Contato com faca, espada e punhal - habitação coletiva;W26.1 Habitacao coletiva;;;
W262;;;;Contato com faca, espada e punhal - escolas, outras instituições e áreas de administração pública;W26.2 Escolas outr instit areas admin publica;;;
W263;;;;Contato com faca, espada e punhal - área para a prática de esportes e atletismo;W26.3 Area p/a pratica de esportes e atletismo;;;
W264;;;;Contato com faca, espada e punhal - rua e estrada;W26.4 Rua e estrada;;;
W265;;;;Contato com faca, espada e punhal - áreas de comércio e de serviços;W26.5 Areas de comercio e de servicos;;;
W266;;;;Contato com faca, espada e punhal - áreas industriais e em construção;W26.6 Areas industriais e em construcao;;;
W267;;;;Contato com faca, espada e punhal - fazenda;W26.7 Fazenda;;;
W268;;;;Contato com faca, espada e punhal - outros locais especificados;W26.8 Outr locais espec;;;
W269;;;;Contato com faca, espada e punhal - local não especificado;W26.9 Local NE;;;
W270;;;;Contato com ferramentas manuais sem motor - residência;W27.0 Residencia;;;
W271;;;;Contato com ferramentas manuais sem motor - habitação coletiva;W27.1 Habitacao coletiva;;;
W272;;;;Contato com ferramentas manuais sem motor - escolas, outras instituições e áreas de administração pública;W27.2 Escolas outr instit areas admin publica;;;
W273;;;;Contato com ferramentas manuais sem motor - área para a prática de esportes e atletismo;W27.3 Area p/a pratica de esportes e atletismo;;;
W274;;;;Contato com ferramentas manuais sem motor - rua e estrada;W27.4 Rua e estrada;;;
W275;;;;Contato com ferramentas manuais sem motor - áreas de comércio e de serviços;W27.5 Areas de comercio e de servicos;;;
W276;;;;Contato com ferramentas manuais sem motor - áreas industriais e em construção;W27.6 Areas industriais e em construcao;;;
W277;;;;Contato com ferramentas manuais sem motor - fazenda;W27.7 Fazenda;;;
W278;;;;Contato com ferramentas manuais sem motor - outros locais especificados;W27.8 Outr locais espec;;;
W279;;;;Contato com ferramentas manuais sem motor - local não especificado;W27.9 Local NE;;;
W280;;;;Contato com segadeira motorizada para cortar ou aparar a grama - residência;W28.0 Residencia;;;
W281;;;;Contato com segadeira motorizada para cortar ou aparar a grama - habitação coletiva;W28.1 Habitacao coletiva;;;
W282;;;;Contato com segadeira motorizada para cortar ou aparar a grama - escolas, outras instituições e áreas de administração pública;W28.2 Escolas outr instit areas admin publica;;;
W283;;;;Contato com segadeira motorizada para cortar ou aparar a grama - área para a prática de esportes e atletismo;W28.3 Area p/a pratica de esportes e atletismo;;;
W284;;;;Contato com segadeira motorizada para cortar ou aparar a grama - rua e estrada;W28.4 Rua e estrada;;;
W285;;;;Contato com segadeira motorizada para cortar ou aparar a grama - áreas de comércio e de serviços;W28.5 Areas de comercio e de servicos;;;
W286;;;;Contato com segadeira motorizada para cortar ou aparar a grama - áreas industriais e em construção;W28.6 Areas industriais e em construcao;;;
W287;;;;Contato com segadeira motorizada para cortar ou aparar a grama - fazenda;W28.7 Fazenda;;;
W288;;;;Contato com segadeira motorizada para cortar ou aparar a grama - outros locais especificados;W28.8 Outr locais espec;;;
W289;;;;Contato com segadeira motorizada para cortar ou aparar a grama - local não especificado;W28.9 Local NE;;;
W290;;;;Contato com outros utensílios manuais e aparelhos domésticos equipados com motor - residência;W29.0 Residencia;;;
W291;;;;Contato com outros utensílios manuais e aparelhos domésticos equipados com motor - habitação coletiva;W29.1 Habitacao coletiva;;;
W292;;;;Contato com outros utensílios manuais e aparelhos domésticos equipados com motor - escolas, outras instituições e áreas de administração pública;W29.2 Escolas outr instit areas admin publica;;;
W293;;;;Contato com outros utensílios manuais e aparelhos domésticos equipados com motor - área para a prática de esportes e atletismo;W29.3 Area p/a pratica de esportes e atletismo;;;
W294;;;;Contato com outros utensílios manuais e aparelhos domésticos equipados com motor - rua e estrada;W29.4 Rua e estrada;;;
W295;;;;Contato com outros utensílios manuais e aparelhos domésticos equipados com motor - áreas de comércio e de serviços;W29.5 Areas de comercio e de servicos;;;
W296;;;;Contato com outros utensílios manuais e aparelhos domésticos equipados com motor - áreas industriais e em construção;W29.6 Areas industriais e em construcao;;;
W297;;;;Contato com outros utensílios manuais e aparelhos domésticos equipados com motor - fazenda;W29.7 Fazenda;;;
W298;;;;Contato com outros utensílios manuais e aparelhos domésticos equipados com motor - outros locais especificados;W29.8 Outr locais espec;;;
W299;;;;Contato com outros utensílios manuais e aparelhos domésticos equipados com motor - local não especificado;W29.9 Local NE;;;
W300;;;;Contato com maquinaria agrícola - residência;W30.0 Residencia;;;
W301;;;;Contato com maquinaria agrícola - habitação coletiva;W30.1 Habitacao coletiva;;;
W302;;;;Contato com maquinaria agrícola - escolas, outras instituições e áreas de administração pública;W30.2 Escolas outr instit areas admin publica;;;
W303;;;;Contato com maquinaria agrícola - área para a prática de esportes e atletismo;W30.3 Area p/a pratica de esportes e atletismo;;;
W304;;;;Contato com maquinaria agrícola - rua e estrada;W30.4 Rua e estrada;;;
W305;;;;Contato com maquinaria agrícola - áreas de comércio e de serviços;W30.5 Areas de comercio e de servicos;;;
W306;;;;Contato com maquinaria agrícola - áreas industriais e em construção;W30.6 Areas industriais e em construcao;;;
W307;;;;Contato com maquinaria agrícola - fazenda;W30.7 Fazenda;;;
W308;;;;Contato com maquinaria agrícola - outros locais especificados;W30.8 Outr locais espec;;;
W309;;;;Contato com maquinaria agrícola - local não especificado;W30.9 Local NE;;;
W310;;;;Contato com outras máquinas e com as não especificadas - residência;W31.0 Residencia;;;
W311;;;;Contato com outras máquinas e com as não especificadas - habitação coletiva;W31.1 Habitacao coletiva;;;
W312;;;;Contato com outras máquinas e com as não especificadas - escolas, outras instituições e áreas de administração pública;W31.2 Escolas outr instit areas admin publica;;;
W313;;;;Contato com outras máquinas e com as não especificadas - área para a prática de esportes e atletismo;W31.3 Area p/a pratica de esportes e atletismo;;;
W314;;;;Contato com outras máquinas e com as não especificadas - rua e estrada;W31.4 Rua e estrada;;;
W315;;;;Contato com outras máquinas e com as não especificadas - áreas de comércio e de serviços;W31.5 Areas de comercio e de servicos;;;
W316;;;;Contato com outras máquinas e com as não especificadas - áreas industriais e em construção;W31.6 Areas industriais e em construcao;;;
W317;;;;Contato com outras máquinas e com as não especificadas - fazenda;W31.7 Fazenda;;;
W318;;;;Contato com outras máquinas e com as não especificadas - outros locais especificados;W31.8 Outr locais espec;;;
W319;;;;Contato com outras máquinas e com as não especificadas - local não especificado;W31.9 Local NE;;;
W320;;;;Projétil de revólver - residência;W32.0 Residencia;;;
W321;;;;Projétil de revólver - habitação coletiva;W32.1 Habitacao coletiva;;;
W322;;;;Projétil de revólver - escolas, outras instituições e áreas de administração pública;W32.2 Escolas outr instit areas admin publica;;;
W323;;;;Projétil de revólver - área para a prática de esportes e atletismo;W32.3 Area p/a pratica de esportes e atletismo;;;
W324;;;;Projétil de revólver - rua e estrada;W32.4 Rua e estrada;;;
W325;;;;Projétil de revólver - áreas de comércio e de serviços;W32.5 Areas de comercio e de servicos;;;
W326;;;;Projétil de revólver - áreas industriais e em construção;W32.6 Areas industriais e em construcao;;;
W327;;;;Projétil de revólver - fazenda;W32.7 Fazenda;;;
W328;;;;Projétil de revólver - outros locais especificados;W32.8 Outr locais espec;;;
W329;;;;Projétil de revólver - local não especificado;W32.9 Local NE;;;
W330;;;;Rifle, espingarda e armas de fogo de maior tamanho - residência;W33.0 Residencia;;;
W331;;;;Rifle, espingarda e armas de fogo de maior tamanho - habitação coletiva;W33.1 Habitacao coletiva;;;
W332;;;;Rifle, espingarda e armas de fogo de maior tamanho - escolas, outras instituições e áreas de administração pública;W33.2 Escolas outr instit areas admin publica;;;
W333;;;;Rifle, espingarda e armas de fogo de maior tamanho - área para a prática de esportes e atletismo;W33.3 Area p/a pratica de esportes e atletismo;;;
W334;;;;Rifle, espingarda e armas de fogo de maior tamanho - rua e estrada;W33.4 Rua e estrada;;;
W335;;;;Rifle, espingarda e armas de fogo de maior tamanho - áreas de comércio e de serviços;W33.5 Areas de comercio e de servicos;;;
W336;;;;Rifle, espingarda e armas de fogo de maior tamanho - áreas industriais e em construção;W33.6 Areas industriais e em construcao;;;
W337;;;;Rifle, espingarda e armas de fogo de maior tamanho - fazenda;W33.7 Fazenda;;;
W338;;;;Rifle, espingarda e armas de fogo de maior tamanho - outros locais especificados;W33.8 Outr locais espec;;;
W339;;;;Rifle, espingarda e armas de fogo de maior tamanho - local não especificado;W33.9 Local NE;;;
W340;;;;Projéteis de outras armas de fogo e das não especificadas - residência;W34.0 Residencia;;;
W341;;;;Projéteis de outras armas de fogo e das não especificadas - habitação coletiva;W34.1 Habitacao coletiva;;;
W342;;;;Projéteis de outras armas de fogo e das não especificadas - escolas, outras instituições e áreas de administração pública;W34.2 Escolas outr instit areas admin publica;;;
W343;;;;Projéteis de outras armas de fogo e das não especificadas - área para a prática de esportes e atletismo;W34.3 Area p/a pratica de esportes e atletismo;;;
W344;;;;Projéteis de outras armas de fogo e das não especificadas - rua e estrada;W34.4 Rua e estrada;;;
W345;;;;Projéteis de outras armas de fogo e das não especificadas - áreas de comércio e de serviços;W34.5 Areas de comercio e de servicos;;;
W346;;;;Projéteis de outras armas de fogo e das não especificadas - áreas industriais e em construção;W34.6 Areas industriais e em construcao;;;
W347;;;;Projéteis de outras armas de fogo e das não especificadas - fazenda;W34.7 Fazenda;;;
W348;;;;Projéteis de outras armas de fogo e das não especificadas - outros locais especificados;W34.8 Outr locais espec;;;
W349;;;;Projéteis de outras armas de fogo e das não especificadas - local não especificado;W34.9 Local NE;;;
W350;;;;Explosão ou ruptura de caldeira - residência;W35.0 Residencia;;;
W351;;;;Explosão ou ruptura de caldeira - habitação coletiva;W35.1 Habitacao coletiva;;;
W352;;;;Explosão ou ruptura de caldeira - escolas, outras instituições e áreas de administração pública;W35.2 Escolas outr instit areas admin publica;;;
W353;;;;Explosão ou ruptura de caldeira - área para a prática de esportes e atletismo;W35.3 Area p/a pratica de esportes e atletismo;;;
W354;;;;Explosão ou ruptura de caldeira - rua e estrada;W35.4 Rua e estrada;;;
W355;;;;Explosão ou ruptura de caldeira - áreas de comércio e de serviços;W35.5 Areas de comercio e de servicos;;;
W356;;;;Explosão ou ruptura de caldeira - áreas industriais e em construção;W35.6 Areas industriais e em construcao;;;
W357;;;;Explosão ou ruptura de caldeira - fazenda;W35.7 Fazenda;;;
W358;;;;Explosão ou ruptura de caldeira - outros locais especificados;W35.8 Outr locais espec;;;
W359;;;;Explosão ou ruptura de caldeira - local não especificado;W35.9 Local NE;;;
W360;;;;Explosão ou ruptura de cilindro de gás - residência;W36.0 Residencia;;;
W361;;;;Explosão ou ruptura de cilindro de gás - habitação coletiva;W36.1 Habitacao coletiva;;;
W362;;;;Explosão ou ruptura de cilindro de gás - escolas, outras instituições e áreas de administração pública;W36.2 Escolas outr instit areas admin publica;;;
W363;;;;Explosão ou ruptura de cilindro de gás - área para a prática de esportes e atletismo;W36.3 Area p/a pratica de esportes e atletismo;;;
W364;;;;Explosão ou ruptura de cilindro de gás - rua e estrada;W36.4 Rua e estrada;;;
W365;;;;Explosão ou ruptura de cilindro de gás - áreas de comércio e de serviços;W36.5 Areas de comercio e de servicos;;;
W366;;;;Explosão ou ruptura de cilindro de gás - áreas industriais e em construção;W36.6 Areas industriais e em construcao;;;
W367;;;;Explosão ou ruptura de cilindro de gás - fazenda;W36.7 Fazenda;;;
W368;;;;Explosão ou ruptura de cilindro de gás - outros locais especificados;W36.8 Outr locais espec;;;
W369;;;;Explosão ou ruptura de cilindro de gás - local não especificado;W36.9 Local NE;;;
W370;;;;Explosão ou ruptura de pneumático, tubulação ou mangueira, pressurizados - residência;W37.0 Residencia;;;
