CAT;CLASSIF;DESCRICAO;DESCRABREV;REFER;EXCLUIDOS;
Y31;;Queda, permanência ou corrida diante de um objeto em movimento, intenção não determinada;Y31   Queda perman corrida obj mov intenc n det;;;
Y32;;Impacto de um veículo a motor, intenção não determinada;Y32   Impacto veic a motor intenc nao determinada;;;
Y33;;Outros fatos ou eventos especificados, intenção não determinada;Y33   Outr fatos ou eventos espec intenc n det;;;
Y34;;Fatos ou eventos não especificados e intenção não determinada;Y34   Fatos ou eventos NE e intenc nao determinada;;;
Y35;;Intervenção legal;Y35   Intervencao legal;;;
Y36;;Operações de guerra;Y36   Operacoes de guerra;;;
Y40;;Efeitos adversos de antibióticos sistêmicos;Y40   Antibioticos sistemicos;;;
Y41;;Efeitos adversos de outros antiinfecciosos e antiparasitários sistêmicos;Y41   Outr antiinfecc e antiparasit sistemicos;;;
Y42;;Efeitos adversos de hormônios e seus substitutos sintéticos e antagonistas, não classificados em outra parte;Y42   Hormonios subst sintet antagonistas NCOP;;;
Y43;;Efeitos adversos de substâncias de ação primariamente sistêmica;Y43   Subst de acao prim sistemica;;;
Y44;;Efeitos adversos de substâncias farmacológicas que atuam primariamente sobre os constituintes do sangue;Y44   Subst farm atuam prim s/constit sangue;;;
Y45;;Efeitos adversos de substâncias analgésicas, antipiréticas e antiinflamatórias;Y45   Subst analges antipiret e antiinflamatorias;;;
Y46;;Efeitos adversos de drogas anticonvulsivantes (antiepilépticas) e antiparkinsonianas;Y46   Drogas anticonvulsiv e antiparkinsonianas;;;
Y47;;Efeitos adversos de sedativos, hipnóticos e tranquilizantes [ansiolíticos];Y47   Sedativos hipnoticos e tranquilizantes;;;
Y48;;Efeitos adversos de anestésicos e gases terapêuticos;Y48   Anestesicos e gases terapeuticos;;;
Y49;;Efeitos adversos de substâncias psicotrópicas, não classificadas em outra parte;Y49   Subst psicotropicas NCOP;;;
Y50;;Efeitos adversos de estimulantes do sistema nervoso central, não classificados em outra parte;Y50   Estimulantes do sist nervoso central NCOP;;;
Y51;;Efeitos adversos de drogas que atuam primariamente sobre o sistema nervoso autônomo;Y51   Drogas que atuam prim s/sist nerv auton;;;
Y52;;Efeitos adversos de substâncias que atuam primariamente sobre o aparelho cardiovascular;Y52   Subst que atuam prim aparelho cardiovascular;;;
Y53;;Efeitos adversos de substâncias que atuam primariamente sobre o aparelho gastrointestinal;Y53   Subst que atuam prim aparelho gastrointest;;;
Y54;;Efeitos adversos de substâncias que atuam primariamente sobre o metabolismo da água, dos sais minerais e do ácido úrico;Y54   Subst atuam prim metab agua sais min ac uric;;;
Y55;;Efeitos adversos de substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório;Y55   Subst atuam prim musc lisos esquelet ap resp;;;
Y56;;Efeitos adversos de substâncias de uso tópico que atuam primariamente sobre a pele e as membranas mucosas e drogas de uso oftalmológico, otorrinolaringológico e dentário;Y56   Subst topic pele membr muc uso oft otor dent;;;
Y57;;Efeitos adversos de outras drogas e medicamentos e as não especificadas;Y57   Outr drogas e medicamentos e as NE;;;
Y58;;Efeitos adversos de vacinas bacterianas;Y58   Vacinas bacter;;;
Y59;;Efeitos adversos de outras vacinas e substâncias biológicas e as não especificadas;Y59   Outr vacinas e subst biologicas e as NE;;;
Y60;;Corte, punção, perfuração ou hemorragia acidentais durante a prestação de cuidados médicos ou cirúrgicos;Y60   Cort punc perf hemorr acid cuid med cirurg;;;
Y61;;Objeto estranho deixado acidentalmente no corpo durante a prestação de cuidados cirúrgicos e médicos;Y61   Obj estranho deix acid prest cuid cirurg med;;;
Y62;;Assepsia insuficiente durante a prestação de cuidados cirúrgicos e médicos;Y62   Asseps insuf prest cuidados cirurg e medicos;;;
Y63;;Erros de dosagem durante a prestação de cuidados médicos e cirúrgicos;Y63   Erros dosagem prest cuidados med e cirurg;;;
Y64;;Medicamentos ou substâncias biológicas contaminados;Y64   Medicamentos ou subst biolog contaminados;;;
Y65;;Outros acidentes durante a prestação de cuidados médicos e cirúrgicos;Y65   Outr acid durante prest cuid medic cirurg;;;
Y66;;Não administração de cuidado médico e cirúrgico;Y66   Nao admin de cuidado medico e cirurgico;;;
Y69;;Acidente não especificado durante a prestação de cuidado médico e cirúrgico;Y69   Acid NE durante prest cuidado medic cirurg;;;
Y70;;Dispositivos (aparelhos) de anestesiologia, associados a incidentes adversos;Y70   Disp anestesiologia assoc incid adversos;;;
Y71;;Dispositivos (aparelhos) cardiovasculares, associados a incidentes adversos;Y71   Disp cardiovasculares assoc incid adversos;;;
Y72;;Dispositivos (aparelhos) utilizados em otorrinolaringologia, associados a incidentes adversos;Y72   Disp utiliz otorrino assoc incid adversos;;;
Y73;;Dispositivos (aparelhos) usados em gastroenterologia e em urologia, associados a incidentes adversos;Y73   Disp usados gastroent urolog assoc incid adv;;;
Y74;;Dispositivos (aparelhos) gerais de uso hospitalar ou pessoal, associados a incidentes adversos;Y74   Disp gerais uso hosp pessoal assoc incid adv;;;
Y75;;Dispositivos (aparelhos) utilizados em neurologia, associados a incidentes adversos;Y75   Disp utiliz neurolog assoc incid adversos;;;
Y76;;Dispositivos (aparelhos) utilizados em obstetrícia e em ginecologia, associados a incidentes adversos;Y76   Disp utiliz obstetr ginec assoc incid adv;;;
Y77;;Dispositivos (aparelhos) utilizados em oftalmologia, associados a incidentes adversos;Y77   Disp utiliz oftalmo assoc incid adversos;;;
Y78;;Dispositivos (aparelhos) utilizados em radiologia, associados a incidentes adversos;Y78   Disp utiliz radiologia assoc incid adversos;;;
Y79;;Dispositivos (aparelhos) ortopédicos, associado a incidentes adversos;Y79   Disp ortopedicos assoc a incidentes adversos;;;
Y80;;Dispositivos (aparelhos) utilizados em medicina física (fisiatria), associado a incidentes adversos;Y80   Disp utiliz med fisica assoc incid adversos;;;
Y81;;Dispositivos (aparelhos) utilizados em cirurgia geral ou cirurgia plástica, associados a incidente adversos;Y81   Disp util cirurg geral plast assoc incid adv;;;
Y82;;Outros dispositivos (aparelhos) associados a incidentes adversos e os não especificados;Y82   Outr disp assoc incidentes adversos e os NE;;;
Y83;;Reação anormal em paciente ou complicação tardia, causadas por intervenção cirúrgica e por outros atos cirúrgicos, sem menção de acidente durante a intervenção;Y83   Reac anorm compl tard interv cirurg s/acid;;;
Y84;;Reação anormal em paciente ou complicação tardia, causadas por outros procedimentos médicos, sem menção de acidente durante o procedimento;Y84   Reac anorm compl tard out proc med s/acid;;;
Y85;;Seqüelas de acidentes de transporte;Y85   Sequelas de acid transp;;;
Y86;;Seqüelas de outros acidentes;Y86   Sequelas de outr acid;;;
Y87;;Seqüelas de uma lesão autoprovocada intencionalmente, de agressão ou de um fato cuja intenção é indeterminada;Y87   Seq lesao autopr inten agress fato int indet;;;
Y88;;Seqüelas de cuidado médico ou cirúrgico considerados como uma causa externa;Y88   Sequelas cuid med cirurg consid causa ext;;;
Y89;;Seqüelas de outras causas externas;Y89   Sequelas de outr causas externas;;;
Y90;;Evidência de alcoolismo determinada por taxas de alcoolemia;Y90   Evidencia alcoolismo det p/taxas alcoolemia;;;
Y91;;Evidência de alcoolismo determinada pelo nível da intoxicação;Y91   Evidencia alcoolismo determ p/nivel da intox;;;
Y95;;Circunstância relativa as condições nosocomiais (hospitalares);Y95   Circunst relat condicoes nosocomiais;;;
Y96;;Circunstância relativa às condições de trabalho;Y96   Circunst relat condicoes de trabalho;;;
Y97;;Circunstâncias relativas a condições de poluição ambiental;Y97   Circunst relat condicoes poluicao ambiental;;;
Y98;;Circunstâncias relativas a condições do modo de vida;Y98   Circunst relat condicoes do modo de vida;;;
Z00;;Exame geral e investigação de pessoas sem queixas ou diagnóstico relatado;Z00   Exame geral invest pess s/queix diagn relat;;;
Z01;;Outros exames e investigações especiais de pessoas sem queixa ou diagnóstico relatado;Z01   Outr exam invest esp pess s/queix diag relat;;;
Z02;;Exame médico e consulta com finalidades administrativas;Z02   Exame med e consulta c/finalid admin;;;
Z03;;Observação e avaliação médica por doenças e afecções suspeitas;Z03   Observ avaliacao med doenc afecc suspeitas;;;
Z04;;Exame e observação por outras razões;Z04   Exame e observacao p/outr razoes;;;
Z08;;Exame de seguimento após tratamento por neoplasia maligna;Z08   Exame seguim apos tratamento p/neopl malig;;;
Z09;;Exame de seguimento após tratamento de outras afecções que não neoplasias malignas;Z09   Exame seguim apos trat out afec n neop malig;;;
Z10;;Exame geral de rotina ("check up") de uma subpopulação definida;Z10   Exame geral de rotina subpopulacao definida;;;
Z11;;Exame especial de rastreamento ("screening") de doenças infecciosas e parasitárias;Z11   Exame esp rastr doenc infecc parasit;;;
Z12;;Exame especial de rastreamento ("screening") de neoplasias;Z12   Exame especial rastr de neoplasias;;;
Z13;;Exame especial de rastreamento ("screening") de outros transtornos e doenças;Z13   Exame especial rastr de outr transt e doenc;;;
Z20;;Contato com e exposição a doenças transmissíveis;Z20   Contato exposicao a doenc transmissiveis;;;
Z21;;Estado de infecção assintomática pelo vírus da imunodeficiência humana [HIV];Z21   Estado de infecc assintomatica p/HIV;;;
Z22;;Portador de doença infecciosa;Z22   Portador de doenc infecc;;;
Z23;;Necessidade de imunização contra uma única doença bacteriana;Z23   Necess imuniz contra unica doenc bacter;;;
Z24;;Necessidade de imunização contra algumas doenças virais únicas;Z24   Necess imuniz contra alg doenc virais unicas;;;
Z25;;Necessidade de imunização contra outras doenças virais únicas;Z25   Necess imuniz contra outr doenc virais unic;;;
Z26;;Necessidade de imunização contra outras doenças infecciosas únicas;Z26   Necess imuniz outr doenc infecc unicas;;;
Z27;;Necessidade de imunização associada contra combinações de doenças infecciosas;Z27   Necess imuniz assoc contra comb doenc infecc;;;
Z28;;Imunização não realizada;Z28   Imuniz nao realizada;;;
Z29;;Necessidade de outras medidas profiláticas;Z29   Necessidade de outr medidas profilaticas;;;
Z30;;Anticoncepção;Z30   Anticoncepcao;;;
Z31;;Medidas de procriação;Z31   Medidas de procriacao;;;
Z32;;Exame ou teste de gravidez;Z32   Exame ou teste de gravidez;;;
Z33;;Gravidez como achado casual;Z33   Gravidez como achado casual;;;
Z34;;Supervisão de gravidez normal;Z34   Supervisao de gravidez normal;;;
Z35;;Supervisão de gravidez de alto risco;Z35   Supervisao de gravidez de alto risco;;;
Z36;;Rastreamento ("screening") pré-natal;Z36   Rastr pre-natal;;;
Z37;;Resultado do parto;Z37   Resultado do parto;;;
Z38;;Nascidos vivos [nado-vivos] segundo o local de nascimento;Z38   Nascidos vivos segundo o local de nascimento;;;
Z39;;Assistência e exame pós-natal;Z39   Assist e exame pos-natal;;;
Z40;;Cirurgia profilática;Z40   Cirurgia profilatica;;;
Z41;;Procedimentos para outros propósitos exceto cuidados de saúde;Z41   Proced p/outr propositos exc cuidados saude;;;
Z42;;Seguimento envolvendo cirurgia plástica;Z42   Seguimento envolv cirurgia plastica;;;
Z43;;Atenção a orifícios artificiais;Z43   Atencao a orificios artificiais;;;
Z44;;Colocação e ajustamento de aparelhos de prótese externa;Z44   Coloc ajust aparelhos de protese externa;;;
Z45;;Ajustamento e manuseio de dispositivo implantado;Z45   Ajustamento e manuseio de disp implantado;;;
Z46;;Colocação e ajustamento de outros aparelhos;Z46   Colocacao e ajustamento de outr aparelhos;;;
Z47;;Outros cuidados de seguimento ortopédico;Z47   Outr cuidados de seguimento ortopedico;;;
Z48;;Outro seguimento cirúrgico;Z48   Outr seguimento cirurgico;;;
Z49;;Cuidados envolvendo diálise;Z49   Cuidados envolv dialise;;;
Z50;;Cuidados envolvendo o uso de procedimentos de reabilitação;Z50   Cuidados envolv uso proced de reabilitacao;;;
Z51;;Outros cuidados médicos;Z51   Outr cuidados medicos;;;
Z52;;Doadores de órgãos e tecidos;Z52   Doadores de orgaos e tec;;;
Z53;;Pessoas em contato com serviços de saúde para procedimentos específicos não realizados;Z53   Pessoas cont serv saude proced esp n realiz;;;
Z54;;Convalescença;Z54   Convalescenca;;;
Z55;;Problemas relacionados com a educação e com a alfabetização;Z55   Problemas relac educacao e alfabetizacao;;;
Z56;;Problemas relacionados com o emprego e com o desemprego;Z56   Problemas relacionados emprego e desemprego;;;
Z57;;Exposição ocupacional a fatores de risco;Z57   Exposicao ocupacional a fatores de risco;;;
Z58;;Problemas relacionados com o ambiente físico;Z58   Problemas relacionados c/o ambiente fisico;;;
Z59;;Problemas relacionados com a habitação e com as condições econômicas;Z59   Probl relac habitacao e  cond economicas;;;
Z60;;Problemas relacionados com o meio social;Z60   Problemas relacionados c/o meio social;;;
Z61;;Problemas relacionados com eventos negativos de vida na infância;Z61   Problemas relac eventos negat vida infancia;;;
Z62;;Outros problemas relacionados com a educação da criança;Z62   Outr probl relac c/a educacao da crianca;;;
Z63;;Outros problemas relacionados com o grupo primário de apoio, inclusive com a situação familiar;Z63   Outr probl rel grupo prim apoio incl sit fam;;;
Z64;;Problemas relacionados com algumas outras circunstâncias psicossociais;Z64   Problemas relac algumas outr circ psicossoc;;;
